14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-14-317-011-0000,6243,S,GREENWOOD,AVE,4523,20,WOODLAWN,RM-5,Woodlawn,"6243 S GREENWOOD AVE
CHICAGO, IL
(41.781042114000456, -87.59940324599967)"
20-23-104-074-0000,930,E,65TH,ST,13362,20,WOODLAWN,RT-4,Woodlawn,"930 E 65TH ST
CHICAGO, IL
(41.7768331690005, -87.60254934699964)"
20-23-210-009-0000,6430,S,KIMBARK,AVE,8144,20,WOODLAWN,RS-2,Woodlawn,"6430 S KIMBARK AVE
CHICAGO, IL
(41.77770971500047, -87.59462703799966)"
20-23-106-038-0000,6300,S,GREENWOOD,AVE,15373,20,WOODLAWN,PD 723,Woodlawn,"6300 S GREENWOOD AVE
CHICAGO, IL
(41.78025049700045, -87.59919698699969)"
20-23-107-018-0000,6320,S,UNIVERSITY,AVE,29487,20,WOODLAWN,PD 723,Woodlawn,"6320 S UNIVERSITY AVE
CHICAGO, IL
(41.77965015800049, -87.59725769699969)"
20-23-107-008-0000,6327,S,GREENWOOD,,3184,20,WOODLAWN,PD 723,Woodlawn,"6327 S GREENWOOD
CHICAGO, IL
(41.77967089900045, -87.59911402299969)"
20-23-100-014-0000,6342,S,MARYLAND,AVE,3117,20,WOODLAWN,RM-5,Woodlawn,"6342 S MARYLAND AVE
CHICAGO, IL
(41.77929264500045, -87.60465866499965)"
20-14-317-009-0000,6239,S,GREENWOOD,AVE,5147,20,WOODLAWN,PD 723,Woodlawn,"6239 S GREENWOOD AVE
CHICAGO, IL
(41.78118154100048, -87.59941361699964)"
20-23-115-029-0000,6536,S,ELLIS,AVE,3146,20,WOODLAWN,RT-4,Woodlawn,"6536 S ELLIS AVE
CHICAGO, IL
(41.7758030600005, -87.60096829299965)"
20-23-107-015-0000,1137,E,63RD,ST,16969,20,WOODLAWN,PD 723,Woodlawn,"1137 E 63RD ST
CHICAGO, IL
(41.780472888000475, -87.59752963599965)"
20-23-115-027-0000,6526,S,ELLIS,AVE,6279,20,WOODLAWN,RT-4,Woodlawn,"6526 S ELLIS AVE
CHICAGO, IL
(41.77599914300049, -87.60097353199967)"
20-14-316-001-0000,6201,S,ELLIS,AVE,22011,20,WOODLAWN,RM-5,Woodlawn,"6201 S ELLIS AVE
CHICAGO, IL
(41.78218217000045, -87.60104169099964)"
20-23-101-016-0000,848,E,64TH,ST,5084,20,WOODLAWN,RM-5,Woodlawn,"848 E 64TH ST
CHICAGO, IL
(41.77772815200046, -87.60390060199967)"
20-23-105-007-0000,6331,S,INGLESIDE,AVE,6225,20,WOODLAWN,RT-4,Woodlawn,"6331 S INGLESIDE AVE
CHICAGO, IL
(41.779491144000474, -87.60161332299964)"
20-23-101-020-0000,854,E,64TH,ST,2617,20,WOODLAWN,RM-5,Woodlawn,"854 E 64TH ST
CHICAGO, IL
(41.77772815200046, -87.60390060199967)"
20-23-100-016-0000,6350,S,MARYLAND,AVE,3056,20,WOODLAWN,RM-5,Woodlawn,"6350 S MARYLAND AVE
CHICAGO, IL
(41.778959941000494, -87.60465765099968)"
20-23-203-008-0000,6337,S,DORCHESTER,AVE,2410,20,WOODLAWN,PD 456,Woodlawn,"6337 S DORCHESTER AVE
CHICAGO, IL
(41.7798880200005, -87.59142426099964)"
20-23-103-024-0000,859,E,64TH,PL,5339,20,WOODLAWN,RT-4,Woodlawn,"859 E 64TH PL
CHICAGO, IL
(41.777674515000456, -87.60422042999966)"
20-14-316-019-0000,6220,S,GREENWOOD,AVE,8764,20,WOODLAWN,RM-5,Woodlawn,"6220 S GREENWOOD AVE
CHICAGO, IL
(41.78174295100047, -87.59950243099968)"
20-23-220-009-0000,1433,E,65TH,PL,5037,20,WOODLAWN,RM-5,Woodlawn,"1433 E 65TH PL
CHICAGO, IL
(41.776012668000476, -87.59023199999967)"
20-14-317-019-0000,6220,S,UNIVERSITY,AVE,9056,20,WOODLAWN,RM-5,Woodlawn,"6220 S UNIVERSITY AVE
CHICAGO, IL
(41.78188803800049, -87.59789311299966)"
20-23-108-011-0000,6330,S,WOODLAWN,AVE,10366,20,WOODLAWN,PD 723,Woodlawn,"6330 S WOODLAWN AVE
CHICAGO, IL
(41.779543007000484, -87.59621671199966)"
20-23-107-001-0000,1101,E,63RD,ST,15380,20,WOODLAWN,PD 723,Woodlawn,"1101 E 63RD ST
CHICAGO, IL
(41.78046366900048, -87.59876027299964)"
20-23-220-017-0000,1416,E,MARQUETTE,RD,5052,5,WOODLAWN,RM-5,Woodlawn,"1416 E MARQUETTE RD
CHICAGO, IL
(41.772277859000496, -87.65990149799967)"
20-14-317-023-0000,6234,S,UNIVERSITY,AVE,5774,20,WOODLAWN,,Woodlawn,"6234 S UNIVERSITY AVE
CHICAGO, IL
(41.781654981000486, -87.59788627499967)"
20-23-203-007-0000,6331,S,DORCHESTER,AVE,2625,20,WOODLAWN,PD 456,Woodlawn,"6331 S DORCHESTER AVE
CHICAGO, IL
(41.779989232000446, -87.59142826399966)"
20-23-220-021-0000,1430,E,MARQUETTE,RD,6324,5,WOODLAWN,RM-5,Woodlawn,"1430 E MARQUETTE RD
CHICAGO, IL
(41.775158563000446, -87.59002136699968)"
20-14-316-004-0000,6223,S,ELLIS,AVE,8655,20,WOODLAWN,RM-5,Woodlawn,"6223 S ELLIS AVE
CHICAGO, IL
(41.78151109400045, -87.60102335499965)"
20-23-107-002-0000,6313,S,GREENWOOD,AVE,7668,20,WOODLAWN,PD 723,Woodlawn,"6313 S GREENWOOD AVE
CHICAGO, IL
(41.78005115200045, -87.59911402299969)"
20-23-114-037-0000,6550,S,INGLESIDE,AVE,6325,20,WOODLAWN,RT-4,Woodlawn,"6550 S INGLESIDE AVE
CHICAGO, IL
(41.77588882900045, -87.60221855799966)"
20-23-107-011-0000,1110,E,64TH,ST,7834,20,WOODLAWN,PD 723,Woodlawn,"1110 E 64TH ST
CHICAGO, IL
(41.77782840000049, -87.65253150399968)"
20-23-210-015-0000,6452,S,KIMBARK,AVE,10173,20,WOODLAWN,RS-2,Woodlawn,"6452 S KIMBARK AVE
CHICAGO, IL
(41.7777546420005, -87.59462074899966)"
20-23-105-052-0000,6400,S,ELLIS,AVE,5745,20,WOODLAWN,RT-4,Woodlawn,"6400 S ELLIS AVE
CHICAGO, IL
(41.778113702000496, -87.60043915099965)"
20-23-204-006-0000,1400,E,63RD,PL,15357,20,WOODLAWN,RM-5,Woodlawn,"1400 E 63RD PL
CHICAGO, IL
(41.78060770400049, -87.59123011099967)"
20-23-211-030-0000,1219,E,65TH,ST,4199,20,WOODLAWN,RS-2,Woodlawn,"1219 E 65TH ST
CHICAGO, IL
(41.77686278800047, -87.59522046299969)"
20-14-412-007-0000,6221,S,WOODLAWN,AVE,4160,20,WOODLAWN,RM-5,Woodlawn,"6221 S WOODLAWN AVE
CHICAGO, IL
(41.78170723900047, -87.59618732299964)"
20-23-116-014-0000,6504,S,GREENWOOD,AVE,6314,5,WOODLAWN,RT-4,Woodlawn,"6504 S GREENWOOD AVE
CHICAGO, IL
(41.77662839900046, -87.59980070199964)"
20-23-105-027-0000,6431,S,INGLESIDE,AVE,6224,20,WOODLAWN,RT-4,Woodlawn,"6431 S INGLESIDE AVE
CHICAGO, IL
(41.77766132000045, -87.60156377499965)"
20-23-101-003-0000,835,E,63RD,PL,9816,20,WOODLAWN,RM-5,Woodlawn,"835 E 63RD PL
CHICAGO, IL
(41.779491807000454, -87.60421707399968)"
20-14-317-026-0000,1126,E,63RD,ST,2613,20,WOODLAWN,PD 723,Woodlawn,"1126 E 63RD ST
CHICAGO, IL
(41.78052819700048, -87.59848026799966)"
20-23-220-023-0000,1438,E,MARQUETTE,RD,6320,5,WOODLAWN,RM-5,Woodlawn,"1438 E MARQUETTE RD
CHICAGO, IL
(41.772258270000464, -87.66075073099967)"
20-23-106-014-0000,6345,S,ELLIS,AVE,1977,20,WOODLAWN,RT-4,Woodlawn,"6345 S ELLIS AVE
CHICAGO, IL
(41.77909967000045, -87.60038508999969)"
20-23-218-003-0000,1400,E,65TH,PL,4918,20,WOODLAWN,RM-5,Woodlawn,"1400 E 65TH PL
CHICAGO, IL
(41.77605849600047, -87.59076113299966)"
20-23-107-003-0000,6317,S,GREENWOOD,AVE,3242,20,WOODLAWN,PD 723,Woodlawn,"6317 S GREENWOOD AVE
CHICAGO, IL
(41.779931315000454, -87.59911402299969)"
20-23-110-018-0000,6459,S,UNIVERSITY,AVE,7877,20,WOODLAWN,RT-4,Woodlawn,"6459 S UNIVERSITY AVE
CHICAGO, IL
(41.77754469300049, -87.59839443099969)"
20-23-211-040-0000,6530,S,KIMBARK,AVE,8233,20,WOODLAWN,RS-2,Woodlawn,"6530 S KIMBARK AVE
CHICAGO, IL
(41.775982944000475, -87.59457220499968)"
20-23-204-003-0000,1433,E,63RD,ST,2135,20,WOODLAWN,RM-5,Woodlawn,"1433 E 63RD ST
CHICAGO, IL
(41.78055741500049, -87.59109558399967)"
20-23-204-008-0000,6314,S,BLACKSTONE,AVE,7435,20,WOODLAWN,RM-5,Woodlawn,"6314 S BLACKSTONE AVE
CHICAGO, IL
(41.78035602800048, -87.58896865399964)"
20-23-204-002-0000,1433,E,63RD,ST,10679,20,WOODLAWN,B3-5,Woodlawn,"1433 E 63RD ST
CHICAGO, IL
(41.78055741500049, -87.59109558399967)"
20-14-316-003-0000,6219,S,ELLIS,AVE,8655,20,WOODLAWN,RM-5,Woodlawn,"6219 S ELLIS AVE
CHICAGO, IL
(41.78168607900045, -87.60103019199966)"
20-23-101-012-0000,855,E,63RD,PL,3554,20,WOODLAWN,RM-5,Woodlawn,"855 E 63RD PL
CHICAGO, IL
(41.77949459400048, -87.60388281899964)"
20-23-213-032-0000,6414,S,DORCHESTER,AVE,4155,20,WOODLAWN,RS-2,Woodlawn,"6414 S DORCHESTER AVE
CHICAGO, IL
(41.778274387000465, -87.59147843599965)"
20-23-101-006-0000,6347,S,MARYLAND,AVE,3064,20,WOODLAWN,RM-5,Woodlawn,"6347 S MARYLAND AVE
CHICAGO, IL
(41.7790210120005, -87.60458390499969)"
20-23-117-006-0000,6519,S,GREENWOOD,AVE,3172,5,WOODLAWN,RT-4,Woodlawn,"6519 S GREENWOOD AVE
CHICAGO, IL
(41.77629221900048, -87.59972076399964)"
20-14-315-021-0000,6230,S,ELLIS,AVE,4305,20,WOODLAWN,PD 1182,Woodlawn,"6230 S ELLIS AVE
CHICAGO, IL
(41.78133940300046, -87.60109709999966)"
20-14-316-002-0000,6215,S,ELLIS,AVE,8654,20,WOODLAWN,RM-5,Woodlawn,"6215 S ELLIS AVE
CHICAGO, IL
(41.781796322000446, -87.60103274699969)"
20-23-110-032-0000,6440,S,MINERVA,AVE,3799,20,WOODLAWN,RT-4,Woodlawn,"6440 S MINERVA AVE
CHICAGO, IL
(41.777617533000466, -87.59705950499966)"
20-14-407-021-0000,6148,S,KIMBARK,AVE,4318,20,WOODLAWN,RM-5,Woodlawn,"6148 S KIMBARK AVE
CHICAGO, IL
(41.78327329600046, -87.59473945199966)"
20-23-212-010-0000,6445,S,KIMBARK,AVE,8256,20,WOODLAWN,RS-2,Woodlawn,"6445 S KIMBARK AVE
CHICAGO, IL
(41.77789013800049, -87.59455133499966)"
20-23-106-013-0000,6343,S,ELLIS,AVE,1977,20,WOODLAWN,RT-4,Woodlawn,"6343 S ELLIS AVE
CHICAGO, IL
(41.77914790700049, -87.60038579899964)"
20-23-102-008-0000,6441,S,COTTAGE GROVE,AVE,5701,20,WOODLAWN,B3-2,Woodlawn,"6441 S COTTAGE GROVE AVE
CHICAGO, IL
(41.77738131500047, -87.60581338999964)"
20-23-115-036-0000,948,E,MARQUETTE,RD,6144,20,WOODLAWN,RT-4,Woodlawn,"948 E MARQUETTE RD
CHICAGO, IL
(41.7724276560005, -87.64894099399964)"
20-23-114-022-0000,6557,S,DREXEL,AVE,6146,20,WOODLAWN,RT-4,Woodlawn,"6557 S DREXEL AVE
CHICAGO, IL
(41.77543249900049, -87.60334845599965)"
20-23-211-046-0000,6550,S,KIMBARK,AVE,3442,20,WOODLAWN,RS-2,Woodlawn,"6550 S KIMBARK AVE
CHICAGO, IL
(41.775360213000454, -87.59455790099969)"
20-23-101-017-0000,852,E,64TH,ST,3132,20,WOODLAWN,RM-5,Woodlawn,"852 E 64TH ST
CHICAGO, IL
(41.778638455000475, -87.60376117599964)"
20-23-210-012-0000,6442,S,KIMBARK,AVE,6252,20,WOODLAWN,RS-2,Woodlawn,"6442 S KIMBARK AVE
CHICAGO, IL
(41.777449300000455, -87.59461781999966)"
20-23-211-015-0000,6525,S,WOODLAWN,AVE,3377,20,WOODLAWN,RS-2,Woodlawn,"6525 S WOODLAWN AVE
CHICAGO, IL
(41.776061952000475, -87.59606393399969)"
20-23-106-029-0000,6431,S,ELLIS,AVE,1981,20,WOODLAWN,RT-4,Woodlawn,"6431 S ELLIS AVE
CHICAGO, IL
(41.77774598700046, -87.60035907099967)"
20-23-108-016-0000,1152,E,64TH,ST,12939,20,WOODLAWN,PD 723,Woodlawn,"1152 E 64TH ST
CHICAGO, IL
(41.77780765900047, -87.65411128199969)"
20-23-203-009-0000,6339,S,DORCHESTER,AVE,2288,20,WOODLAWN,PD 456,Woodlawn,"6339 S DORCHESTER AVE
CHICAGO, IL
(41.779854282000485, -87.59142292699966)"
20-14-316-031-0000,6200,S,GREENWOOD,AVE,2598,20,WOODLAWN,RM-5,Woodlawn,"6200 S GREENWOOD AVE
CHICAGO, IL
(41.7822120190005, -87.5995187589997)"
20-23-103-028-0000,6410,S,DREXEL,AVE,3318,20,WOODLAWN,RT-4,Woodlawn,"6410 S DREXEL AVE
CHICAGO, IL
(41.7783648730005, -87.60286857299968)"
20-23-204-004-0000,1433,E,63RD,ST,1619,20,WOODLAWN,RM-5,Woodlawn,"1433 E 63RD ST
CHICAGO, IL
(41.78055741500049, -87.59109558399967)"
20-23-212-025-0000,6545,S,KIMBARK,AVE,8242,20,WOODLAWN,RS-2,Woodlawn,"6545 S KIMBARK AVE
CHICAGO, IL
(41.775550585000474, -87.59448567299967)"
20-14-408-011-0000,6153,S,KIMBARK,AVE,3852,20,WOODLAWN,RM-5,Woodlawn,"6153 S KIMBARK AVE
CHICAGO, IL
(41.78320730000047, -87.59466611699969)"
20-23-100-007-0000,6314,S,MARYLAND,AVE,12471,20,WOODLAWN,PD 1234,Woodlawn,"6314 S MARYLAND AVE
CHICAGO, IL
(41.77981032500048, -87.60467723999966)"
20-23-101-018-0000,854,E,64TH,ST,3130,20,WOODLAWN,RM-5,Woodlawn,"854 E 64TH ST
CHICAGO, IL
(41.77772815200046, -87.60390060199967)"
20-23-115-019-0000,951,E,65TH,ST,2999,20,WOODLAWN,RT-4,Woodlawn,"951 E 65TH ST
CHICAGO, IL
(41.776786563000485, -87.60207448699964)"
20-23-110-030-0000,6436,S,MINERVA,AVE,3131,20,WOODLAWN,RT-4,Woodlawn,"6436 S MINERVA AVE
CHICAGO, IL
(41.77768782200047, -87.59701917499967)"
20-22-215-024-0000,6428,S,COTTAGE GROVE,AVE,12229,20,WOODLAWN,B3-3,Woodlawn,"6428 S COTTAGE GROVE AVE
CHICAGO, IL
(41.77802637400049, -87.60589373099964)"
20-14-317-017-0000,6212,S,UNIVERSITY,AVE,4527,20,WOODLAWN,RM-5,Woodlawn,"6212 S UNIVERSITY AVE
CHICAGO, IL
(41.78186945300047, -87.59789721399966)"
20-23-101-008-0000,6353,S,MARYLAND,AVE,3063,20,WOODLAWN,RM-5,Woodlawn,"6353 S MARYLAND AVE
CHICAGO, IL
(41.779185387000496, -87.60458403899969)"
20-23-105-008-0000,6335,S,INGLESIDE,AVE,6225,20,WOODLAWN,RT-4,Woodlawn,"6335 S INGLESIDE AVE
CHICAGO, IL
(41.77977680000049, -87.60161528099968)"
20-23-115-028-0000,6536,S,ELLIS,AVE,3136,20,WOODLAWN,RT-4,Woodlawn,"6536 S ELLIS AVE
CHICAGO, IL
(41.7758030600005, -87.60096829299965)"
20-23-107-020-0000,1124,E,64TH,ST,3128,20,WOODLAWN,PD 723,Woodlawn,"1124 E 64TH ST
CHICAGO, IL
(41.77932751900045, -87.59806083799964)"
20-22-229-040-0000,648,E,67TH,ST,3002,20,WOODLAWN,B3-2,West Woodlawn,"648 E 67TH ST
CHICAGO, IL
(41.773117872000455, -87.60871137899966)"
20-22-225-044-0000,456,E,MARQUETTE,RD,4827,20,WOODLAWN,RT-4,West Woodlawn,"456 E MARQUETTE RD
CHICAGO, IL
(41.773013928000466, -87.61390401499966)"
20-22-213-008-0000,6423,S,CHAMPLAIN,AVE,3056,20,WOODLAWN,RT-4,West Woodlawn,"6423 S CHAMPLAIN AVE
CHICAGO, IL
(41.77783185700048, -87.60948340799968)"
20-22-212-008-0000,6421,S,ST LAWRENCE,AVE,3054,20,WOODLAWN,RT-4,West Woodlawn,"6421 S ST LAWRENCE AVE
CHICAGO, IL
(41.77783185700048, -87.61070367399964)"
20-15-402-006-0000,6029,S,VERNON,AVE,3123,20,WOODLAWN,RM-5,West Woodlawn,"6029 S VERNON AVE
CHICAGO, IL
(41.7848711470005, -87.61440365099969)"
20-22-222-031-0000,6520,S,EVANS,AVE,2949,20,WOODLAWN,RT-4,West Woodlawn,"6520 S EVANS AVE
CHICAGO, IL
(41.77633061000046, -87.60712710899969)"
20-22-406-005-0000,6711,S,EVANS,AVE,3031,20,WOODLAWN,RS-3,West Woodlawn,"6711 S EVANS AVE
CHICAGO, IL
(41.77286656500047, -87.60696779099965)"
20-22-401-023-0000,6710,S,RHODES,AVE,3086,20,WOODLAWN,B3-2,West Woodlawn,"6710 S RHODES AVE
CHICAGO, IL
(41.772629305000464, -87.61183751899966)"
20-22-213-010-0000,6427,S,CHAMPLAIN,AVE,4146,20,WOODLAWN,RT-4,West Woodlawn,"6427 S CHAMPLAIN AVE
CHICAGO, IL
(41.77789849400045, -87.60948794899969)"
20-15-403-017-0000,6041,S,EBERHART,AVE,3122,20,WOODLAWN,RM-5,West Woodlawn,"6041 S EBERHART AVE
CHICAGO, IL
(41.784551965000446, -87.61319375499966)"
20-15-403-026-0000,6034,S,RHODES,AVE,3123,20,WOODLAWN,RM-5,West Woodlawn,"6034 S RHODES AVE
CHICAGO, IL
(41.7846994570005, -87.61208756499968)"
20-22-209-005-0000,0,,,,18633,20,WOODLAWN,RT-4,West Woodlawn,
20-15-420-030-0000,600,E,63RD,ST,32226,20,WOODLAWN,B3-3,West Woodlawn,"600 E 63RD ST
CHICAGO, IL
(41.78035983600046, -87.61065794899969)"
20-15-416-020-0000,6238,S,VERNON,AVE,3731,20,WOODLAWN,RM-5,West Woodlawn,"6238 S VERNON AVE
CHICAGO, IL
(41.78086146800047, -87.61445646599964)"
20-22-213-001-0000,633,E,64TH,ST,5585,20,WOODLAWN,RT-4,West Woodlawn,"633 E 64TH ST
CHICAGO, IL
(41.77850363800047, -87.60918957599966)"
20-22-205-003-0000,645,E,63RD,ST,5503,20,WOODLAWN,B3-3,West Woodlawn,"645 E 63RD ST
CHICAGO, IL
(41.780312720000495, -87.60897985999969)"
20-22-204-021-0000,602,E,64TH,ST,4428,20,WOODLAWN,RT-4,West Woodlawn,"602 E 64TH ST
CHICAGO, IL
(41.77854169000045, -87.61055332199965)"
20-15-405-024-0000,6042,S,CHAMPLAIN,AVE,3483,20,WOODLAWN,RM-5,West Woodlawn,"6042 S CHAMPLAIN AVE
CHICAGO, IL
(41.78453929000045, -87.60971732099966)"
20-15-401-024-0000,6032,S,VERNON,AVE,6247,20,WOODLAWN,RM-5,West Woodlawn,"6032 S VERNON AVE
CHICAGO, IL
(41.78489962500049, -87.61447014699968)"
20-15-421-016-0000,6200,S,LANGLEY,,9240,20,WOODLAWN,RM-5,West Woodlawn,"6200 S LANGLEY
CHICAGO, IL
(41.7819996610005, -87.60844750699965)"
20-15-403-003-0000,507,E,60TH,ST,3074,20,WOODLAWN,RM-5,West Woodlawn,"507 E 60TH ST
CHICAGO, IL
(41.78571346500047, -87.61289992299965)"
20-15-401-025-0000,6036,S,VERNON,AVE,6264,20,WOODLAWN,RM-5,West Woodlawn,"6036 S VERNON AVE
CHICAGO, IL
(41.78484402400045, -87.61446977399964)"
20-22-402-043-0000,551,E,67,ST,3188,20,WOODLAWN,B3-2,West Woodlawn,"551 E 67 ST
CHICAGO, IL
(41.77301301500046, -87.61104935899965)"
20-22-203-009-0000,555,E,63RD,ST,6101,20,WOODLAWN,B3-3,West Woodlawn,"555 E 63RD ST
CHICAGO, IL
(41.78029313100046, -87.61104935899965)"
20-22-212-029-0000,6416,S,CHAMPLAIN,AVE,3059,20,WOODLAWN,RT-4,West Woodlawn,"6416 S CHAMPLAIN AVE
CHICAGO, IL
(41.777979350000464, -87.60956752399966)"
20-22-205-001-0000,631,E,63RD,ST,6089,20,WOODLAWN,B3-3,West Woodlawn,"631 E 63RD ST
CHICAGO, IL
(41.78031549400049, -87.60942070699969)"
20-15-401-001-0000,6005,S,KING DR,DR,13611,20,WOODLAWN,RM-5,West Woodlawn,"6005 S KING DR DR
CHICAGO, IL
(41.78551632200049, -87.61572806299966)"
20-22-222-024-0000,6502,S,EVANS,AVE,2948,20,WOODLAWN,RT-4,West Woodlawn,"6502 S EVANS AVE
CHICAGO, IL
(41.77655973900045, -87.60713736199966)"
20-22-205-032-0000,6342,S,LANGLEY,AVE,3055,20,WOODLAWN,RT-4,West Woodlawn,"6342 S LANGLEY AVE
CHICAGO, IL
(41.7794282370005, -87.60838190099969)"
20-22-401-017-0000,6739,S,EBERHART,AVE,1491,20,WOODLAWN,RS-3,West Woodlawn,"6739 S EBERHART AVE
CHICAGO, IL
(41.77229291600048, -87.61298460399968)"
20-22-204-020-0000,600,E,64TH,ST,1780,20,WOODLAWN,RT-4,West Woodlawn,"600 E 64TH ST
CHICAGO, IL
(41.77854857700049, -87.61043058399969)"
20-22-213-035-0000,640,E,65TH,ST,2882,20,WOODLAWN,RT-4,West Woodlawn,"640 E 65TH ST
CHICAGO, IL
(41.7767475600005, -87.60902134199966)"
20-15-408-008-0000,6141,S,DR MARTIN LUTHER KING JR,DR,6095,20,WOODLAWN,RM-5,West Woodlawn,"6141 S DR MARTIN LUTHER KING JR DR
CHICAGO, IL
(41.78310592700046, -87.61566860699969)"
20-15-405-029-0000,618,E,61ST,ST,9138,20,WOODLAWN,B2-1,West Woodlawn,"618 E 61ST ST
CHICAGO, IL
(41.78400808800046, -87.60994201599965)"
20-15-404-006-0000,553,E,60,ST,8293,20,WOODLAWN,RM-5,West Woodlawn,"553 E 60 ST
CHICAGO, IL
(41.78573117200045, -87.61168704099964)"
20-22-213-007-0000,6419,S,CHAMPLAIN,AVE,3106,20,WOODLAWN,RT-4,West Woodlawn,"6419 S CHAMPLAIN AVE
CHICAGO, IL
(41.7779712840005, -87.60949377799966)"
20-15-417-001-0000,6201,S,VERNON,AVE,13059,20,WOODLAWN,RM-5,West Woodlawn,"6201 S VERNON AVE
CHICAGO, IL
(41.78185101700046, -87.61440365099969)"
20-15-410-021-0000,6124,S,RHODES,AVE,3562,20,WOODLAWN,RM-5,West Woodlawn,"6124 S RHODES AVE
CHICAGO, IL
(41.78316000900048, -87.61210715299967)"
20-22-228-026-0000,6614,S,CHAMPLAIN,AVE,3024,20,WOODLAWN,RT-4,West Woodlawn,"6614 S CHAMPLAIN AVE
CHICAGO, IL
(41.7744470290005, -87.60948151799965)"
20-22-212-007-0000,6419,S,ST LAWRENCE,AVE,3054,20,WOODLAWN,RT-4,West Woodlawn,"6419 S ST LAWRENCE AVE
CHICAGO, IL
(41.77812114700049, -87.61070244899969)"
20-15-421-031-0000,652,E,63RD,ST,12472,20,WOODLAWN,B3-3,West Woodlawn,"652 E 63RD ST
CHICAGO, IL
(41.78037840000047, -87.60889113499968)"
20-22-406-034-0000,6746,S,COTTAGE GROVE,AVE,3046,20,WOODLAWN,C2-2,West Woodlawn,"6746 S COTTAGE GROVE AVE
CHICAGO, IL
(41.77178007300046, -87.60577766999967)"
20-15-404-032-0000,6050,S,ST LAWRENCE,AVE,5232,20,WOODLAWN,B2-1,West Woodlawn,"6050 S ST LAWRENCE AVE
CHICAGO, IL
(41.784852714000465, -87.61090956999965)"
20-22-213-025-0000,6418,S,LANGLEY,AVE,3054,20,WOODLAWN,RT-4,West Woodlawn,"6418 S LANGLEY AVE
CHICAGO, IL
(41.77801999200045, -87.60835707399968)"
20-22-213-020-0000,6408,S,LANGLEY,,2932,20,WOODLAWN,RT-4,West Woodlawn,"6408 S LANGLEY
CHICAGO, IL
(41.778230547000476, -87.60836684599968)"
20-22-403-002-0000,6705,S,ST LAWRENCE,AVE,3002,20,WOODLAWN,B3-2,West Woodlawn,"6705 S ST LAWRENCE AVE
CHICAGO, IL
(41.772878911000475, -87.61057902199968)"
20-15-408-022-0000,6142,S,VERNON,AVE,5105,20,WOODLAWN,RM-5,West Woodlawn,"6142 S VERNON AVE
CHICAGO, IL
(41.78264954700046, -87.61449698599966)"
20-22-205-005-0000,651,E,63RD,ST,4482,20,WOODLAWN,B3-3,West Woodlawn,"651 E 63RD ST
CHICAGO, IL
(41.78032309100047, -87.60872059699966)"
20-22-211-040-0000,6454,S,ST LAWRENCE,AVE,6512,20,WOODLAWN,RT-4,West Woodlawn,"6454 S ST LAWRENCE AVE
CHICAGO, IL
(41.77682937200046, -87.61074746099968)"
20-22-203-045-0000,550,W,64TH,ST,2775,20,WOODLAWN,RT-4,West Woodlawn,"550 W 64TH ST
CHICAGO, IL
(41.77803221000045, -87.63911269599964)"
20-22-222-028-0000,6512,S,EVANS,AVE,2948,20,WOODLAWN,RT-4,West Woodlawn,"6512 S EVANS AVE
CHICAGO, IL
(41.7764637840005, -87.60712938799969)"
20-15-404-001-0000,533,E,60,ST,8403,20,WOODLAWN,RM-5,West Woodlawn,"533 E 60 ST
CHICAGO, IL
(41.78572449000046, -87.61218710399964)"
20-22-401-025-0000,6714,S,RHODES,AVE,3082,20,WOODLAWN,RS-3,West Woodlawn,"6714 S RHODES AVE
CHICAGO, IL
(41.77250024900047, -87.61183751899966)"
20-15-419-021-0000,6224,S,ST LAWRENCE,AVE,3582,20,WOODLAWN,RM-5,West Woodlawn,"6224 S ST LAWRENCE AVE
CHICAGO, IL
(41.78166832000045, -87.61085776499965)"
20-22-205-011-0000,6323,S,CHAMPLAIN,AVE,3059,20,WOODLAWN,RT-4,West Woodlawn,"6323 S CHAMPLAIN AVE
CHICAGO, IL
(41.77952110300049, -87.60952373799967)"
20-22-206-001-0000,703,E,63RD,ST,14319,20,WOODLAWN,B3-3,West Woodlawn,"703 E 63RD ST
CHICAGO, IL
(41.78033346100045, -87.60803037999966)"
20-22-227-021-0000,536,E,67TH,ST,3052,20,WOODLAWN,RT-4,West Woodlawn,"536 E 67TH ST
CHICAGO, IL
(41.77305795400048, -87.61150105299964)"
20-22-204-003-0000,611,E,63RD,ST,2751,20,WOODLAWN,B3-3,West Woodlawn,"611 E 63RD ST
CHICAGO, IL
(41.78030860700045, -87.61028501899966)"
20-15-411-003-0000,6111,S,RHODES,AVE,3664,20,WOODLAWN,RM-5,West Woodlawn,"6111 S RHODES AVE
CHICAGO, IL
(41.78367432100049, -87.61202478499968)"
20-22-402-004-0000,6715,S,RHODES,AVE,3101,20,WOODLAWN,RS-3,West Woodlawn,"6715 S RHODES AVE
CHICAGO, IL
(41.77269685600049, -87.61176230999968)"
20-22-228-042-0000,622,E,67,ST,6240,20,WOODLAWN,RT-4,West Woodlawn,"622 E 67 ST
CHICAGO, IL
(41.77309828400047, -87.60961131099964)"
